step,agent_name,community_id
1800,Abigail Chen,2
1800,Arthur Burton,2
1800,Ayesha Khan,0
1800,Carlos Gomez,1
1800,Francisco Lopez,2
1800,Giorgio Rossi,1
1800,Hailey Johnson,2
1800,Isabella Rodriguez,1
1800,Klaus Mueller,0
1800,Latoya Williams,2
1800,Maria Lopez,3
1800,Mei Lin,0
1800,Rajiv Patel,2
1800,Ryan Park,1
1800,Wolfgang Schulz,0
