step,agent_name,community_id
2400,Abigail Chen,2
2400,Arthur Burton,1
2400,Ayesha Khan,0
2400,Carlos Gomez,1
2400,Francisco Lopez,2
2400,Giorgio Rossi,1
2400,Hailey Johnson,2
2400,Isabella Rodriguez,1
2400,Klaus Mueller,0
2400,Latoya Williams,2
2400,Maria Lopez,3
2400,Mei Lin,0
2400,Rajiv Patel,2
2400,Ryan Park,1
2400,Wolfgang Schulz,0
