sim_code,step,sim_time,density_cumulative,density_recent,n_edges_cumulative,n_edges_recent,mean_degree_cumulative,component_count_cumulative,largest_component_cumulative,bridge_edge_count_cumulative,hub,broker,hub_eq_broker
ncn_id_hub_r1,2100,2023-02-13 13:50:00,0.19,0.15333333333333332,57,46,4.56,5,20,1,Eddy Lin,Eddy Lin,1
ncn_id_hub_r1,2400,2023-02-13 14:40:00,0.22,0.16333333333333333,66,49,5.28,4,20,2,Eddy Lin,Eddy Lin,1
ncn_id_hub_r1,2700,2023-02-13 15:30:00,0.24666666666666667,0.18333333333333332,74,55,5.92,3,23,3,Eddy Lin,Sam Moore,0
ncn_id_hub_r1,3000,2023-02-13 16:20:00,0.2733333333333333,0.18666666666666668,82,56,6.56,3,23,3,Eddy Lin,Sam Moore,0
ncn_id_hub_r1,3300,2023-02-13 17:10:00,0.2833333333333333,0.17,85,51,6.8,3,23,3,Eddy Lin,Sam Moore,0
ncn_id_hub_r1,3300,2023-02-13 17:10:00,0.2833333333333333,0.17,85,51,6.8,3,23,3,Eddy Lin,Sam Moore,0
