step,sim_time,n_personas,n_chats_cumulative,n_new_chats_since_prev,n_active_agents_cumulative,n_new_active_agents_since_prev,n_edges_cumulative,n_edges_recent_8h,density_cumulative,mean_degree_cumulative,max_degree,top3_degree,max_betweenness,top3_betweenness,hub,broker,hub_eq_broker,cumulative_betweenness_top_share,cumulative_betweenness_hhi,cumulative_component_count,cumulative_largest_component_size,cumulative_reachable_pair_fraction,cumulative_mean_reachable_shortest_path_length,cumulative_diameter_reachable,cumulative_bridge_edge_count,density_recent_8h,mean_degree_recent_8h,max_degree_recent_8h,top3_degree_recent_8h,max_betweenness_recent_8h,top3_betweenness_recent_8h,hub_recent_8h,broker_recent_8h,hub_eq_broker_recent_8h,betweenness_top_share_recent_8h,betweenness_hhi_recent_8h,component_count_recent_8h,largest_component_size_recent_8h,reachable_pair_fraction_recent_8h,mean_reachable_shortest_path_length_recent_8h,diameter_reachable_recent_8h,bridge_edge_count_recent_8h,transitivity,avg_clustering,modularity_louvain,n_communities_louvain,largest_component_diameter,largest_component_avg_path_length
1800,2023-02-13 13:00:00,25,127,127,21,21,46,46,0.1533,3.68,8,Eddy Lin=8; John Lin=8; Tom Moreno=8,0.0973,Eddy Lin=0.0973; Tom Moreno=0.0820; John Lin=0.0764,John Lin,Eddy Lin,0,0.1508,0.0933,6,19,0.5733,2.0349,4,1,0.1533,3.68,8,Eddy Lin=8; John Lin=8; Tom Moreno=8,0.0973,Eddy Lin=0.0973; Tom Moreno=0.0820; John Lin=0.0764,Eddy Lin,Eddy Lin,1,0.1508,0.0933,6,19,0.5733,2.0349,4,1,0.3805,0.315,0.365,8,4,2.0409
2100,2023-02-13 13:50:00,25,175,48,22,19,57,46,0.19,4.56,9,Eddy Lin=9; John Lin=9; Tom Moreno=8,0.0895,Eddy Lin=0.0895; John Lin=0.0785; Francisco Lopez=0.0769,John Lin,Eddy Lin,0,0.1387,0.0854,5,20,0.6367,1.9319,4,1,0.1533,3.68,7,Eddy Lin=7; Giorgio Rossi=7; John Lin=7,0.1027,Francisco Lopez=0.1027; John Lin=0.1012; Eddy Lin=0.0980,Eddy Lin,Francisco Lopez,0,0.1343,0.084,6,20,0.6333,2.1105,4,1,0.3926,0.3594,0.3602,9,4,1.9368
2400,2023-02-13 14:40:00,25,222,47,23,20,66,49,0.22,5.28,10,Eddy Lin=10; Giorgio Rossi=9; John Lin=9,0.0774,Eddy Lin=0.0774; Adam Smith=0.0698; Giorgio Rossi=0.0587,Eddy Lin,Eddy Lin,1,0.1396,0.0797,4,20,0.6433,1.7927,3,2,0.1633,3.92,8,Giorgio Rossi=8; Eddy Lin=7; Carlos Gomez=6,0.1257,Giorgio Rossi=0.1257; Eddy Lin=0.0944; Adam Smith=0.0708,Giorgio Rossi,Giorgio Rossi,1,0.1606,0.0866,5,20,0.6367,2.1309,4,2,0.4184,0.3649,0.3293,7,3,1.8
2700,2023-02-13 15:30:00,25,276,54,23,16,74,55,0.2467,5.92,11,Eddy Lin=11; Adam Smith=10; Arthur Burton=9,0.2316,Sam Moore=0.2316; Carmen Ortiz=0.1486; Eddy Lin=0.0958,Eddy Lin,Sam Moore,0,0.2376,0.1145,3,23,0.8433,2.0632,4,3,0.1833,4.4,8,Eddy Lin=8; Rajiv Patel=7; Sam Moore=7,0.2009,Sam Moore=0.2009; Eddy Lin=0.1241; Jennifer Moore=0.0748,Eddy Lin,Sam Moore,0,0.2032,0.0909,4,22,0.77,2.1818,5,2,0.4491,0.3858,0.328,7,4,2.0632
3000,2023-02-13 16:20:00,25,331,55,23,17,82,56,0.2733,6.56,12,Eddy Lin=12; Adam Smith=11; Arthur Burton=11,0.2266,Sam Moore=0.2266; Carmen Ortiz=0.1486; Eddy Lin=0.0997,Eddy Lin,Sam Moore,0,0.2452,0.1198,3,23,0.8433,2.0079,4,3,0.1867,4.48,8,Arthur Burton=8; Eddy Lin=8; Giorgio Rossi=8,0.1546,Sam Moore=0.1546; Jennifer Moore=0.1460; Eddy Lin=0.1318,Arthur Burton,Sam Moore,0,0.1502,0.096,4,22,0.77,2.2294,5,3,0.4967,0.4284,0.279,7,4,2.0079
3300,2023-02-13 17:10:00,25,375,44,23,14,85,51,0.2833,6.8,12,Eddy Lin=12; Adam Smith=11; Arthur Burton=11,0.2235,Sam Moore=0.2235; Carmen Ortiz=0.1486; Eddy Lin=0.0958,Eddy Lin,Sam Moore,0,0.2448,0.1193,3,23,0.8433,1.996,4,3,0.17,4.08,9,Eddy Lin=9; Arthur Burton=7; Giorgio Rossi=7,0.1766,Eddy Lin=0.1766; Sam Moore=0.1491; Giorgio Rossi=0.1004,Eddy Lin,Eddy Lin,1,0.1896,0.102,5,21,0.7,2.2238,5,3,0.5132,0.4378,0.2704,7,4,1.996
