sim_code,step,sim_time,density_cumulative,density_recent,n_edges_cumulative,n_edges_recent,mean_degree_cumulative,component_count_cumulative,largest_component_cumulative,bridge_edge_count_cumulative,hub,broker,hub_eq_broker
ncn_id_hub_r2,2100,2023-02-13 13:50:00,0.19,0.15333333333333332,57,46,4.56,5,20,1,Eddy Lin,Eddy Lin,1
ncn_id_hub_r2,2400,2023-02-13 14:40:00,0.22333333333333333,0.17,67,51,5.36,4,20,2,Eddy Lin,Eddy Lin,1
ncn_id_hub_r2,2700,2023-02-13 15:30:00,0.24333333333333335,0.17666666666666667,73,53,5.84,3,23,2,Eddy Lin,Carmen Ortiz,0
ncn_id_hub_r2,3000,2023-02-13 16:20:00,0.25666666666666665,0.15666666666666668,77,47,6.16,3,23,1,Eddy Lin,Adam Smith,0
ncn_id_hub_r2,3300,2023-02-13 17:10:00,0.27,0.15333333333333332,81,46,6.48,3,23,1,Adam Smith,Adam Smith,1
ncn_id_hub_r2,3300,2023-02-13 17:10:00,0.27,0.15333333333333332,81,46,6.48,3,23,1,Adam Smith,Adam Smith,1
