step,sim_time,n_personas,n_chats_cumulative,n_new_chats_since_prev,n_active_agents_cumulative,n_new_active_agents_since_prev,n_edges_cumulative,n_edges_recent_8h,density_cumulative,mean_degree_cumulative,max_degree,top3_degree,max_betweenness,top3_betweenness,hub,broker,hub_eq_broker,cumulative_betweenness_top_share,cumulative_betweenness_hhi,cumulative_component_count,cumulative_largest_component_size,cumulative_reachable_pair_fraction,cumulative_mean_reachable_shortest_path_length,cumulative_diameter_reachable,cumulative_bridge_edge_count,density_recent_8h,mean_degree_recent_8h,max_degree_recent_8h,top3_degree_recent_8h,max_betweenness_recent_8h,top3_betweenness_recent_8h,hub_recent_8h,broker_recent_8h,hub_eq_broker_recent_8h,betweenness_top_share_recent_8h,betweenness_hhi_recent_8h,component_count_recent_8h,largest_component_size_recent_8h,reachable_pair_fraction_recent_8h,mean_reachable_shortest_path_length_recent_8h,diameter_reachable_recent_8h,bridge_edge_count_recent_8h,transitivity,avg_clustering,modularity_louvain,n_communities_louvain,largest_component_diameter,largest_component_avg_path_length
1800,2023-02-13 13:00:00,25,127,127,21,21,46,46,0.1533,3.68,8,Eddy Lin=8; John Lin=8; Tom Moreno=8,0.0973,Eddy Lin=0.0973; Tom Moreno=0.0820; John Lin=0.0764,John Lin,Eddy Lin,0,0.1508,0.0933,6,19,0.5733,2.0349,4,1,0.1533,3.68,8,Eddy Lin=8; John Lin=8; Tom Moreno=8,0.0973,Eddy Lin=0.0973; Tom Moreno=0.0820; John Lin=0.0764,Eddy Lin,Eddy Lin,1,0.1508,0.0933,6,19,0.5733,2.0349,4,1,0.3805,0.315,0.365,8,4,2.0409
2100,2023-02-13 13:50:00,25,175,48,22,19,57,46,0.19,4.56,9,Eddy Lin=9; John Lin=9; Tom Moreno=8,0.0895,Eddy Lin=0.0895; John Lin=0.0785; Francisco Lopez=0.0769,John Lin,Eddy Lin,0,0.1387,0.0854,5,20,0.6367,1.9319,4,1,0.1533,3.68,7,Eddy Lin=7; Giorgio Rossi=7; John Lin=7,0.1027,Francisco Lopez=0.1027; John Lin=0.1012; Eddy Lin=0.0980,Eddy Lin,Francisco Lopez,0,0.1343,0.084,6,20,0.6333,2.1105,4,1,0.3926,0.3594,0.3602,9,4,1.9368
2400,2023-02-13 14:40:00,25,224,49,23,21,68,51,0.2267,5.44,10,Eddy Lin=10; John Lin=9; Adam Smith=8,0.0751,Eddy Lin=0.0751; Adam Smith=0.0664; John Lin=0.0567,Eddy Lin,Eddy Lin,1,0.1355,0.0793,4,20,0.6433,1.7927,4,2,0.17,4.08,7,Carlos Gomez=7; Eddy Lin=7; Giorgio Rossi=7,0.111,Eddy Lin=0.1110; Carlos Gomez=0.0963; Jane Moreno=0.0709,Carlos Gomez,Eddy Lin,0,0.1524,0.0824,5,20,0.6367,2.0524,4,1,0.4414,0.3798,0.3563,6,4,1.8
2700,2023-02-13 15:30:00,25,265,41,23,19,76,60,0.2533,6.08,10,Eddy Lin=10; Adam Smith=9; Arthur Burton=9,0.0658,Eddy Lin=0.0658; Arthur Burton=0.0534; Adam Smith=0.0513,Eddy Lin,Eddy Lin,1,0.1326,0.0773,4,20,0.6433,1.7098,3,2,0.2,4.8,7,Carlos Gomez=7; Giorgio Rossi=7; Hailey Johnson=7,0.0614,Jennifer Moore=0.0614; Eddy Lin=0.0539; Carlos Gomez=0.0530,Carlos Gomez,Jennifer Moore,0,0.1009,0.0691,5,20,0.6367,1.8796,3,1,0.498,0.4339,0.3922,6,3,1.7158
3000,2023-02-13 16:20:00,25,302,37,23,17,83,58,0.2767,6.64,11,Carlos Gomez=11; Tom Moreno=11; Adam Smith=10,0.2418,Adam Smith=0.2418; Carmen Ortiz=0.1486; Carlos Gomez=0.0704,Tom Moreno,Adam Smith,0,0.2637,0.1247,3,23,0.8433,2.0,4,3,0.1933,4.64,9,Carlos Gomez=9; Giorgio Rossi=8; Hailey Johnson=8,0.1531,Adam Smith=0.1531; Hailey Johnson=0.1153; Giorgio Rossi=0.1149,Carlos Gomez,Adam Smith,0,0.1542,0.0857,4,22,0.77,2.1861,5,2,0.5254,0.4516,0.3789,6,4,2.0
3300,2023-02-13 17:10:00,25,359,57,23,18,89,60,0.2967,7.12,11,Adam Smith=11; Carlos Gomez=11; Eddy Lin=11,0.2457,Adam Smith=0.2457; Carmen Ortiz=0.1486; Eddy Lin=0.0581,Adam Smith,Adam Smith,1,0.2837,0.1341,3,23,0.8433,1.9447,4,3,0.2,4.8,10,Carlos Gomez=10; Hailey Johnson=8; Abigail Chen=7,0.188,Adam Smith=0.1880; Carlos Gomez=0.1121; Hailey Johnson=0.1019,Carlos Gomez,Adam Smith,0,0.195,0.0915,4,22,0.77,2.1515,5,2,0.5271,0.4413,0.3865,7,4,1.9447
