step,sim_time,n_personas,n_chats_cumulative,n_new_chats_since_prev,n_active_agents_cumulative,n_new_active_agents_since_prev,n_edges_cumulative,n_edges_recent_8h,density_cumulative,mean_degree_cumulative,max_degree,top3_degree,max_betweenness,top3_betweenness,hub,broker,hub_eq_broker
600,2026-02-13 09:40:00,15,5,5,9,9,5,5,0.0476,0.667,2,Mei Lin=2; Abigail Chen=1; Ayesha Khan=1,0.011,Mei Lin=0.0110,Mei Lin,Mei Lin,1
