step,sim_time,n_personas,n_chats_cumulative,n_new_chats_since_prev,n_active_agents_cumulative,n_new_active_agents_since_prev,n_edges_cumulative,n_edges_recent_8h,density_cumulative,mean_degree_cumulative,max_degree,top3_degree,max_betweenness,top3_betweenness,hub,broker,hub_eq_broker,cumulative_betweenness_top_share,cumulative_betweenness_hhi,cumulative_component_count,cumulative_largest_component_size,cumulative_reachable_pair_fraction,cumulative_mean_reachable_shortest_path_length,cumulative_diameter_reachable,cumulative_bridge_edge_count,density_recent_8h,mean_degree_recent_8h,max_degree_recent_8h,top3_degree_recent_8h,max_betweenness_recent_8h,top3_betweenness_recent_8h,hub_recent_8h,broker_recent_8h,hub_eq_broker_recent_8h,betweenness_top_share_recent_8h,betweenness_hhi_recent_8h,component_count_recent_8h,largest_component_size_recent_8h,reachable_pair_fraction_recent_8h,mean_reachable_shortest_path_length_recent_8h,diameter_reachable_recent_8h,bridge_edge_count_recent_8h,transitivity,avg_clustering,modularity_louvain,n_communities_louvain,largest_component_diameter,largest_component_avg_path_length
1800,2023-02-13 13:00:00,25,127,127,21,21,46,46,0.1533,3.68,8,Eddy Lin=8; John Lin=8; Tom Moreno=8,0.0973,Eddy Lin=0.0973; Tom Moreno=0.0820; John Lin=0.0764,John Lin,Eddy Lin,0,0.1508,0.0933,6,19,0.5733,2.0349,4,1,0.1533,3.68,8,Eddy Lin=8; John Lin=8; Tom Moreno=8,0.0973,Eddy Lin=0.0973; Tom Moreno=0.0820; John Lin=0.0764,Eddy Lin,Eddy Lin,1,0.1508,0.0933,6,19,0.5733,2.0349,4,1,0.3805,0.315,0.365,8,4,2.0409
2100,2023-02-13 13:50:00,25,175,48,22,19,57,46,0.19,4.56,9,Eddy Lin=9; John Lin=9; Tom Moreno=8,0.0895,Eddy Lin=0.0895; John Lin=0.0785; Francisco Lopez=0.0769,John Lin,Eddy Lin,0,0.1387,0.0854,5,20,0.6367,1.9319,4,1,0.1533,3.68,7,Eddy Lin=7; Giorgio Rossi=7; John Lin=7,0.1027,Francisco Lopez=0.1027; John Lin=0.1012; Eddy Lin=0.0980,Eddy Lin,Francisco Lopez,0,0.1343,0.084,6,20,0.6333,2.1105,4,1,0.3926,0.3594,0.3602,9,4,1.9368
2400,2023-02-13 14:40:00,25,286,111,23,20,66,49,0.22,5.28,9,Eddy Lin=9; John Lin=9; Adam Smith=8,0.0665,John Lin=0.0665; Eddy Lin=0.0634; Adam Smith=0.0550,John Lin,John Lin,1,0.1162,0.0694,4,20,0.6433,1.8187,4,2,0.1633,3.92,7,Carlos Gomez=7; Giorgio Rossi=7; Eddy Lin=6,0.1251,Carlos Gomez=0.1251; Rajiv Patel=0.1085; Eddy Lin=0.1038,Carlos Gomez,Carlos Gomez,1,0.1495,0.0895,5,20,0.6367,2.2094,5,2,0.4377,0.3505,0.386,7,4,1.8263
2700,2023-02-13 15:30:00,25,302,16,23,13,71,51,0.2367,5.68,9,Adam Smith=9; Eddy Lin=9; John Lin=9,0.2558,Adam Smith=0.2558; Carmen Ortiz=0.1486; John Lin=0.0790,Adam Smith,Adam Smith,1,0.254,0.1147,3,23,0.8433,2.0988,4,3,0.17,4.08,7,Hailey Johnson=7; Jennifer Moore=7; Mei Lin=7,0.1505,Adam Smith=0.1505; Hailey Johnson=0.1354; Jennifer Moore=0.1346,Hailey Johnson,Adam Smith,0,0.1331,0.0788,4,22,0.77,2.3506,5,3,0.4444,0.3762,0.4097,6,4,2.0988
3000,2023-02-13 16:20:00,25,330,28,23,11,74,43,0.2467,5.92,10,Adam Smith=10; Arthur Burton=9; Eddy Lin=9,0.265,Adam Smith=0.2650; Carmen Ortiz=0.1486; Arthur Burton=0.0672,Adam Smith,Adam Smith,1,0.2709,0.1234,3,23,0.8433,2.0672,4,3,0.1433,3.44,8,Hailey Johnson=8; Jennifer Moore=8; Adam Smith=6,0.2496,Adam Smith=0.2496; Hailey Johnson=0.2136; Jennifer Moore=0.1889,Hailey Johnson,Adam Smith,0,0.193,0.1178,4,22,0.77,2.5455,5,3,0.4494,0.391,0.3607,6,4,2.0672
3300,2023-02-13 17:10:00,25,367,37,23,15,79,43,0.2633,6.32,11,Adam Smith=11; Arthur Burton=10; Jennifer Moore=10,0.2623,Adam Smith=0.2623; Carmen Ortiz=0.1486; Arthur Burton=0.0645,Adam Smith,Adam Smith,1,0.2806,0.1293,3,23,0.8433,2.0198,4,3,0.1433,3.44,7,Adam Smith=7; Francisco Lopez=7; Jennifer Moore=7,0.2588,Adam Smith=0.2588; Mei Lin=0.1952; Sam Moore=0.1096,Adam Smith,Adam Smith,1,0.2145,0.1101,5,21,0.7,2.5857,6,3,0.467,0.401,0.3431,6,4,2.0198
