survey_dir,treatment_type,target_agent,shock_step,alignment_status,pre_wave,pre_step,post_wave,post_step,pre_n_edges_cumulative,post_n_edges_cumulative,delta_n_edges_cumulative,pre_density_cumulative,post_density_cumulative,delta_density_cumulative,pre_mean_degree_cumulative,post_mean_degree_cumulative,delta_mean_degree_cumulative,pre_max_degree,post_max_degree,delta_max_degree,pre_max_betweenness,post_max_betweenness,delta_max_betweenness,pre_hub_eq_broker,post_hub_eq_broker,delta_hub_eq_broker,pre_hub,post_hub,pre_broker,post_broker,union_pre_precision,union_post_precision,union_delta_precision,union_pre_recall,union_post_recall,union_delta_recall,union_pre_fpr,union_post_fpr,union_delta_fpr,union_pre_pair_accuracy,union_post_pair_accuracy,union_delta_pair_accuracy,pre_centrality_top1_hit_rate,post_centrality_top1_hit_rate,delta_centrality_top1_hit_rate,pre_centrality_top3_hit_rate,post_centrality_top3_hit_rate,delta_centrality_top3_hit_rate,pre_self_position_mean_abs_rank_error,post_self_position_mean_abs_rank_error,delta_self_position_mean_abs_rank_error,pre_micro_tie_fail_safe_rate,post_micro_tie_fail_safe_rate,delta_micro_tie_fail_safe_rate,pre_zero_return_rate,post_zero_return_rate,delta_zero_return_rate,pre_micro_query_target_mention_rate,post_micro_query_target_mention_rate,delta_micro_query_target_mention_rate
prepost_n15_calibration-1_post_hub_t2400,hub_removal,Hailey Johnson,1800,ok,1800,1800,t2400,2400,25,26,1,0.238100,0.247600,0.009500,3.333000,3.467000,0.134000,6,7,1,0.489000,0.500000,0.011000,0,1,1,Hailey Johnson,Carlos Gomez,Carlos Gomez,Carlos Gomez,0.347368,0.351282,0.003914,0.440735,0.456667,0.015932,0.508718,0.518974,0.010256,0.472046,0.471746,-0.000300,0.066667,0.133333,0.066666,0.333333,0.400000,0.066667,3.600000,2.666667,-0.933333,0.013333,0.004444,-0.008889,0.000000,0.000000,0.000000,0.355556,0.382222,0.026666
