survey_dir,treatment_type,target_agent,shock_step,alignment_status,pre_wave,pre_step,post_wave,post_step,pre_n_edges_cumulative,post_n_edges_cumulative,delta_n_edges_cumulative,pre_density_cumulative,post_density_cumulative,delta_density_cumulative,pre_mean_degree_cumulative,post_mean_degree_cumulative,delta_mean_degree_cumulative,pre_max_degree,post_max_degree,delta_max_degree,pre_max_betweenness,post_max_betweenness,delta_max_betweenness,pre_hub_eq_broker,post_hub_eq_broker,delta_hub_eq_broker,pre_hub,post_hub,pre_broker,post_broker,union_pre_precision,union_post_precision,union_delta_precision,union_pre_recall,union_post_recall,union_delta_recall,union_pre_fpr,union_post_fpr,union_delta_fpr,union_pre_pair_accuracy,union_post_pair_accuracy,union_delta_pair_accuracy,pre_centrality_top1_hit_rate,post_centrality_top1_hit_rate,delta_centrality_top1_hit_rate,pre_centrality_top3_hit_rate,post_centrality_top3_hit_rate,delta_centrality_top3_hit_rate,pre_self_position_mean_abs_rank_error,post_self_position_mean_abs_rank_error,delta_self_position_mean_abs_rank_error,pre_micro_tie_fail_safe_rate,post_micro_tie_fail_safe_rate,delta_micro_tie_fail_safe_rate,pre_zero_return_rate,post_zero_return_rate,delta_zero_return_rate,pre_micro_query_target_mention_rate,post_micro_query_target_mention_rate,delta_micro_query_target_mention_rate
prepost_n15_calibration-1_post_broker_t2400,broker_removal,Carlos Gomez,1800,ok,1800,1800,t2400,2400,25,25,0,0.238100,0.238100,0.000000,3.333000,3.333000,0.000000,6,6,0,0.489000,0.489000,0.000000,0,0,0,Hailey Johnson,Hailey Johnson,Carlos Gomez,Carlos Gomez,0.347368,0.353786,0.006418,0.440735,0.451667,0.010932,0.508718,0.509259,0.000541,0.472046,0.475827,0.003781,0.066667,0.133333,0.066666,0.333333,0.400000,0.066667,3.600000,2.800000,-0.800000,0.013333,0.013333,0.000000,0.000000,0.000000,0.000000,0.355556,0.382222,0.026666
